Dummy,Locality,Assemblage name,GeoLayer,ArchLayer,Laboratory,Analysis number,Age,Pos. standard deviation,Neg. standard deviation,Dating method,Material dated,Date of analysis,Comments
,Tam Pa Ling,Tam Pa Ling layer 1 - 19 rodent fauna,Layer 3,-,-,-,-,-,-,-,-,-,-
,Tam Pa Ling,Tam Pa Ling layer 1 - 19 rodent fauna,Layer 4,-,-,-,-,-,-,-,-,-,-
,Tam Pa Ling,Tam Pa Ling layer 1 - 19 rodent fauna,Layer 5,-,-,-,-,-,-,-,-,-,-
,Tam Pa Ling,Tam Pa Ling layer 1 - 19 rodent fauna,Layer 6,-,-,-,-,-,-,-,-,-,-
,Tam Pa Ling,Tam Pa Ling layer 1 - 19 rodent fauna,Layer 7,-,-,-,-,-,-,-,-,-,-
,Tam Pa Ling,Tam Pa Ling layer 1 - 19 rodent fauna,Layer 8,-,-,-,-,-,-,-,-,-,-
,Tam Pa Ling,Tam Pa Ling layer 1 - 19 rodent fauna,Layer 9,-,-,-,-,-,-,-,-,-,-
,Taohua,Taohua,Layer 1,-,-,-,-,-,-,-,-,-,-
,Taohua,Taohua,Layer 2,-,-,-,-,-,-,-,-,-,-
,Taubach,Taubach Bone Sands Fauna,Unit 16,Unit 16,-,-,-,-,-,-,-,-,-
,Taubach,Taubach Bone Sands Fauna,Unit 17,Unit 17,-,-,-,-,-,-,-,-,-
,Taubach,Taubach Bone Sands Fauna,Unit 18,Unit 18,-,-,-,-,-,-,-,-,-
,Taubach,Taubach Bone Sands Fauna,Unit 19,Unit 19,-,-,-,-,-,-,-,-,-
,Taubach,Taubach Lower Humic Sand Fauna,Unit 9,Unit 9,-,-,-,-,-,-,-,-,-
,Teixoneres,Teixoneres Unit II Micro-Mammal Fauna,UnitIIa,-,-,-,-,-,-,-,-,-,-
,Teixoneres,Teixoneres Unit IIb Micro-Mammal Fauna,UnitIIb,-,-,-,-,-,-,-,-,-,-
,Teixoneres,Teixoneres Unit IIIb Micro-Mammal Fauna,UnitIIIb,Middle Paleolithic,-,-,-,-,-,-,-,-,-
,Teixoneres,Teixoneres Unit III Micro-Mammal Fauna,UnitIIIa,Middle Paleolithic,-,-,-,-,-,-,-,-,-
,Teixoneres,Teixoneres Unit II Macro-Mammal Fauna,UnitIIa,-,-,-,-,-,-,-,-,-,-
,Teixoneres,Teixoneres Unit II Macro-Mammal Fauna,UnitIIb,-,-,-,-,-,-,-,-,-,-
,Teixoneres,Teixoneres Unit III Macro-Mammal Fauna,UnitIIIa,Middle Paleolithic,-,-,-,-,-,-,-,-,-
,Teixoneres,Teixoneres Unit III Macro-Mammal Fauna,UnitIIIb,Middle Paleolithic,-,-,-,-,-,-,-,-,-
,Temnata,Temnata Layer VI Macro-Mammal Fauna,Layer IVa,Temnata Layer IVa Gravettian,-,-,-,-,-,-,-,-,-
,Temnata,Temnata Layer VI Macro-Mammal Fauna,Layer IVb,Temnata Layer IVb Gravettian,-,-,-,-,-,-,-,-,-
,Temnata,Temnata Layer 4 Macro-Mammal Fauna,Layer 4,Temnata Layer 4 Aurignacian,-,-,-,-,-,-,-,-,-
,Temnata,Temnata Trench I Layer 3a Micro-Mammal Fauna,Layer 3a,Temnata level Epigravettian I,-,-,-,-,-,-,-,-,-
,Temnata,Temnata Trench I Layer 3c Micro-Mammal Fauna,Layer 3c,Temnata level Gravettian IV,-,-,-,-,-,-,-,-,-
,,,,Temnata level Gravettian Va,,,,,,,,,
,,,,Temnata level Gravettian Vb,,,,,,,,,
,Temnata,Temnata Trench I Layer 3c/d Micro-Mammal Fauna,Layer 3c,Temnata level Gravettian IV,-,-,-,-,-,-,-,-,-
,,,,Temnata level Gravettian Va,,,,,,,,,
,,,,Temnata level Gravettian Vb,,,,,,,,,
,Temnata,Temnata Trench I Layer 3c/d Micro-Mammal Fauna,Layer 3d,Temnata level Gravettian VI,-,-,-,-,-,-,-,-,-
,,,,Temnata level Gravettian VIIa,,,,,,,,,
,,,,Temnata level Gravettian VIIb,,,,,,,,,
,,,,Temnata level Gravettian VIII,,,,,,,,,
,Temnata,Temnata Trench I Layer 3d Micro-Mammal Fauna,Layer 3d,Temnata level Gravettian VI,-,-,-,-,-,-,-,-,-
,,,,Temnata level Gravettian VIIa,,,,,,,,,
,,,,Temnata level Gravettian VIIb,,,,,,,,,
,,,,Temnata level Gravettian VIII,,,,,,,,,
,Temnata,Temnata Trench V Layer 3a 270-290 Micro-Mammal Fauna,Layer 3a,Temnata level Epigravettian I,-,-,-,-,-,-,-,-,-
,Temnata,Temnata Trench V Layer 3a 290-305 Micro-Mammal Fauna,Layer 3a,Temnata level Epigravettian I,-,-,-,-,-,-,-,-,-
,Temnata,Temnata Trench V Layer 3a 305-320 Micro-Mammal Fauna,Layer 3a,Temnata level Epigravettian I,-,-,-,-,-,-,-,-,-
,Temnata,Temnata Trench V Layer 3a 320-350 Micro-Mammal Fauna,Layer 3a,Temnata level Epigravettian I,-,-,-,-,-,-,-,-,-
,Temnata,Temnata Trench V Layer 3a 350-420 Micro-Mammal Fauna,Layer 3a,Temnata level Epigravettian I,-,-,-,-,-,-,-,-,-
,Temnata,Temnata Trench V Layer 3a/3c 335-385 Micro-Mammal Fauna,Layer 3a,Temnata level Epigravettian I,-,-,-,-,-,-,-,-,-
,Temnata,Temnata Trench V Layer 3a/3c 335-385 Micro-Mammal Fauna,Layer 3b,-,-,-,-,-,-,-,-,-,-
,Temnata,Temnata Trench V Layer 3a/3c 335-385 Micro-Mammal Fauna,Layer 3c,Temnata level Gravettian IV,-,-,-,-,-,-,-,-,-
,,,,Temnata level Gravettian Va,,,,,,,,,
,,,,Temnata level Gravettian Vb,,,,,,,,,
,Temnata,Temnata Trench V Layer 3c 365-390 Micro-Mammal Fauna,Layer 3c,Temnata level Gravettian IV,-,-,-,-,-,-,-,-,-
,,,,Temnata level Gravettian Va,,,,,,,,,
,,,,Temnata level Gravettian Vb,,,,,,,,,
,Temnata,Temnata Trench V Layer 3c/3d 360-410 Micro-Mammal Fauna,Layer 3c,Temnata level Gravettian IV,-,-,-,-,-,-,-,-,-
,,,,Temnata level Gravettian Va,,,,,,,,,
,,,,Temnata level Gravettian Vb,,,,,,,,,
,Temnata,Temnata Trench V Layer 3c/3d 360-410 Micro-Mammal Fauna,Layer 3d,Temnata level Gravettian VI,-,-,-,-,-,-,-,-,-
,,,,Temnata level Gravettian VIIa,,,,,,,,,
,,,,Temnata level Gravettian VIIb,,,,,,,,,
,,,,Temnata level Gravettian VIII,,,,,,,,,
,Temnata,Temnata Trench V Layer 3d 375-430 Micro-Mammal Fauna,Layer 3d,Temnata level Gravettian VI,-,-,-,-,-,-,-,-,-
,,,,Temnata level Gravettian VIIa,,,,,,,,,
,,,,Temnata level Gravettian VIIb,,,,,,,,,
,,,,Temnata level Gravettian VIII,,,,,,,,,
,Temnata,Temnata Trench V Layer 3d 430-460 Micro-Mammal Fauna,Layer 3d,Temnata level Gravettian VI,-,-,-,-,-,-,-,-,-
,,,,Temnata level Gravettian VIIa,,,,,,,,,
,,,,Temnata level Gravettian VIIb,,,,,,,,,
,,,,Temnata level Gravettian VIII,,,,,,,,,
,Temnata,Temnata Trench V Layer 3d/4 Micro-Mammal Fauna,Layer 3d,Temnata level Gravettian VI,-,-,-,-,-,-,-,-,-
,,,,Temnata level Gravettian VIIa,,,,,,,,,
,,,,Temnata level Gravettian VIIb,,,,,,,,,
,,,,Temnata level Gravettian VIII,,,,,,,,,
,Temnata,Temnata Trench V Layer 3d/4 Micro-Mammal Fauna,Layer 3f,Temnata level Gravettian IXa,-,-,-,-,-,-,-,-,-
,,,,Temnata level Gravettian X,,,,,,,,,
,,,,Temnata level Gravettian IXb,,,,,,,,,
,Temnata,Temnata Trench V Layer 3d/4 Micro-Mammal Fauna,Layer 4,Temnata Layer 4 Aurignacian,-,-,-,-,-,-,-,-,-
,Temnata,Temnata Trench V Layer 3a/3d 375-425 Micro-Mammal Fauna,Layer 3a,Temnata level Epigravettian I,-,-,-,-,-,-,-,-,-
,Temnata,Temnata Trench V Layer 3a/3d 375-425 Micro-Mammal Fauna,Layer 3b,-,-,-,-,-,-,-,-,-,-
,Temnata,Temnata Trench V Layer 3a/3d 375-425 Micro-Mammal Fauna,Layer 3c,Temnata level Gravettian IV,-,-,-,-,-,-,-,-,-
,,,,Temnata level Gravettian Va,,,,,,,,,
,,,,Temnata level Gravettian Vb,,,,,,,,,
,Temnata,Temnata Trench V Layer 3a/3d 375-425 Micro-Mammal Fauna,Layer 3d,Temnata level Gravettian VI,-,-,-,-,-,-,-,-,-
,,,,Temnata level Gravettian VIIa,,,,,,,,,
,,,,Temnata level Gravettian VIIb,,,,,,,,,
,,,,Temnata level Gravettian VIII,,,,,,,,,
,Teshik-Tash,Teshik-Tash Occupation layer I human remains,Occupation Layer I,Occupation layer I,-,-,-,-,-,-,-,-,-
,Teshik-Tash,Teshik-Tash Occupation layer I - V fauna,Occupation Layer I,Occupation layer I,-,-,-,-,-,-,-,-,-
,Teshik-Tash,Teshik-Tash Occupation layer I - V fauna,Occupation Layer II,Occupation layer II,-,-,-,-,-,-,-,-,-
,Teshik-Tash,Teshik-Tash Occupation layer I - V fauna,Occupation Layer III,Occupation layer III,-,-,-,-,-,-,-,-,-
,Teshik-Tash,Teshik-Tash Occupation layer I - V fauna,Occupation Layer IV,Occupation layer IV,-,-,-,-,-,-,-,-,-
,Teshik-Tash,Teshik-Tash Occupation layer I - V fauna,Occupation Layer V,Occupation layer V,-,-,-,-,-,-,-,-,-
,Tham Om Cave,"Tham Om Cave, Fauna",fossil layer,-,-,-,-,-,-,-,-,-,-
,Tham Om Cave,"Tham Om Cave, micromammals",fossil layer,-,-,-,-,-,-,-,-,-,-
,Tham Prakai Phet,Tham Prakai Phet fauna,fossilferous layer,-,-,-,-,-,-,-,-,-,-
,Thum Wiman Nakin,Thum Wiman Nakin Main layer fauna,Main layer,-,-,-,-,-,-,-,-,-,-
,Tiandong,Tiandong,Layer 1,-,-,-,-,-,-,-,-,-,-
,Tiandong,Tiandong,Layer 2,-,-,-,-,-,-,-,-,-,-
,Tianyuan Cave,Tianyuan Cave layer 4 fauna,Layer 04,-,-,-,-,-,-,-,-,-,-
,Tianyuan Cave,Tianyuan Cave layer 3 fauna,Layer 03,-,-,-,-,-,-,-,-,-,-
,Tianyuan Cave,Tianyuan Cave layer 2 fauna,Layer 02,-,-,-,-,-,-,-,-,-,-
,Tolbaga,Archaeological horizon 1 Macromammal Fauna,Layer 4,Archaeological horizon 1,-,-,-,-,-,-,-,-,-
,Tolbaga,Archaeological horizon 1 Micromammal Fauna,Layer 4,Archaeological horizon 1,-,-,-,-,-,-,-,-,-
,Tolbor-21,Tolbor-21 AH 4 Pit 1 Macromammal Fauna,Pit 1 LU 4,-,-,-,-,-,-,-,-,-,-
,Tolbor-21,Tolbor-21 AH 4 Pit 2 Macromammal Fauna,Pit 2 LU 3.4,Archaeological horizon 4,-,-,-,-,-,-,-,-,-
,Tolbor-21,Tolbor-21 AH 4 Pit 4 Macromammal Fauna,Pit 4 LU 3.3,-,-,-,-,-,-,-,-,-,-
,Tolbor-21,Tolbor-21 AH 4 Pit 4 Micromammal Fauna,Pit 4 LU 3.3,-,-,-,-,-,-,-,-,-,-
,Tolbor-21,Tolbor-21 AH 4 Pit 2 Micromammal Fauna,Pit 2 LU 3.4,Archaeological horizon 4,-,-,-,-,-,-,-,-,-
,Tolbor-21,Tolbor-21 AH 4 Pit 1 Micromammal Fauna,Pit 1 LU 4,-,-,-,-,-,-,-,-,-,-
,Tor Hamar,Layer A Macromammal Fauna,Unit A1,Unit A1,-,-,-,-,-,-,-,-,-
,Tor Hamar,Layer A Macromammal Fauna,Unit A2,Unit A2,-,-,-,-,-,-,-,-,-
,Trencianske Bohuslavice-Pod Tureckom,Layer C Macromammal Fauna,Trencianske Bohuslavice-Pod Tureckom layer C,Trencianske Bohuslavice-Pod Tureckom 2008 layer III,-,-,-,-,-,-,-,-,-
,,,,Trencianske Bohuslavice-Pod Tureckom 2008 layer II,,,,,,,,,
,Treugolnaya,Layer 3a Micromammal Fauna,Unit 3a,Unit 3a,-,-,-,-,-,-,-,-,-
,Treugolnaya,Layer 3b Micromammal Fauna,Unit 3b,Unit 3b,-,-,-,-,-,-,-,-,-
,Trou Al Wesse,Trou Al Wesse Layer 17b Sediment,layer 17b,layer 17b,-,-,-,-,-,-,-,-,-
,Trou Al Wesse,Unit 17 Macromammal Fauna,layer 17a,layer 17a,-,-,-,-,-,-,-,-,-
,Trou Al Wesse,Unit 17 Macromammal Fauna,layer 17b,layer 17b,-,-,-,-,-,-,-,-,-
,Trou Al Wesse,Unit 17 Macromammal Fauna,layer 17c,layer 17c,-,-,-,-,-,-,-,-,-
,Trou Al Wesse,Unit 17 Micromammal Fauna,layer 17a,layer 17a,-,-,-,-,-,-,-,-,-
,Trou Al Wesse,Unit 17 Micromammal Fauna,layer 17b,layer 17b,-,-,-,-,-,-,-,-,-
,Trou Al Wesse,Unit 17 Micromammal Fauna,layer 17c,layer 17c,-,-,-,-,-,-,-,-,-
,Trou de l Abime,Layer II Macromammal Fauna,Layer II,Layer II,-,-,-,-,-,-,-,-,-
,Tubo,Tubo,Layer 1,-,-,-,-,-,-,-,-,-,-
,Tunel Wielki Cave,Tunel Wielki Cave Layer A1 Macromammal Fauna,Tunel Wielki Cave layer A1,-,-,-,-,-,-,-,-,-,-
,Tunel Wielki Cave,Tunel Wielki Cave Layer A2 Macromammal Fauna,Tunel Wielki Cave layer A2,-,-,-,-,-,-,-,-,-,-
,Tunel Wielki Cave,Tunel Wielki Cave Layer B Macromammal Fauna,Tunel Wielki Cave layer B1,-,-,-,-,-,-,-,-,-,-
,Tunel Wielki Cave,Tunel Wielki Cave Layer B Macromammal Fauna,Tunel Wielki Cave layer B2,-,-,-,-,-,-,-,-,-,-
,Tunel Wielki Cave,Tunel Wielki Cave Layer B Macromammal Fauna,Tunel Wielki Cave layer B3,-,-,-,-,-,-,-,-,-,-
,Tunel Wielki Cave,Tunel Wielki Cave Layer B1 Macromammal Fauna,Tunel Wielki Cave layer B1,-,-,-,-,-,-,-,-,-,-
,Tunel Wielki Cave,Tunel Wielki Cave Layer B2 Macromammal Fauna,Tunel Wielki Cave layer B2,-,-,-,-,-,-,-,-,-,-
,Tunel Wielki Cave,Tunel Wielki Cave Layer C Macromammal Fauna,Tunel Wielki Cave layer C,-,-,-,-,-,-,-,-,-,-
,Tunel Wielki Cave,Tunel Wielki Cave Layer D Macromammal Fauna,Tunel Wielki Cave layer D,-,-,-,-,-,-,-,-,-,-
,Tunel Wielki Cave,Tunel Wielki Cave Layer D/E Macromammal Fauna,Tunel Wielki Cave layer D,-,-,-,-,-,-,-,-,-,-
,Tunel Wielki Cave,Tunel Wielki Cave Layer D/E Macromammal Fauna,Tunel Wielki Cave layer E,-,-,-,-,-,-,-,-,-,-
,Tunel Wielki Cave,Tunel Wielki Cave Layer E Macromammal Fauna,Tunel Wielki Cave layer E,-,-,-,-,-,-,-,-,-,-
,Tunel Wielki Cave,Tunel Wielki Cave Layer E/J1 Macromammal Fauna,Tunel Wielki Cave layer E,-,-,-,-,-,-,-,-,-,-
,Tunel Wielki Cave,Tunel Wielki Cave Layer E/F Macromammal Fauna,Tunel Wielki Cave layer E,-,-,-,-,-,-,-,-,-,-
,Tuyana,Tuyana Archaeological horizon Macromammal Fauna,Layer 6,Cultural horizon 1,-,-,-,-,-,-,-,-,-
,Tuyana,Tuyana Archaeological horizon Macromammal Fauna,Layer 6a,Cultural horizon 1,-,-,-,-,-,-,-,-,-
,Tuyana,Tuyana Archaeological horizon Micromammal Fauna,Layer 6,Cultural horizon 1,-,-,-,-,-,-,-,-,-
,Tuyana,Tuyana Archaeological horizon Micromammal Fauna,Layer 6a,Cultural horizon 1,-,-,-,-,-,-,-,-,-
,Tönchesberg 1,Tönchesberg 1 fauna IA (lower lava loess),loess with lava 1,TÖ IA,-,-,-,-,-,-,-,-,-
,Tönchesberg 1,Tönchesberg 1 fauna IA (upper lava loess),loess with lava 1,TÖ IA,-,-,-,-,-,-,-,-,-
,Tönchesberg 1,Tönchesberg 1 fauna 1B,loess with volcanic ash,TÖ IB,-,-,-,-,-,-,-,-,-
,Tönchesberg 2,Tönchesberg 2 Tö2B fauna,humic sediment,Tö 2B,-,-,-,-,-,-,-,-,-
,Tönchesberg 2,Tönchesberg 2 Tö2C fauna,reworked humus,Tö 2C,-,-,-,-,-,-,-,-,-
,Tönchesberg 2,Tönchesberg 2 Tö2D fauna,loess 3,Tö 2D,-,-,-,-,-,-,-,-,-
,Ucagizli Cave I,Layer I Microfauna,Ucagizli layer I,I,AA,AA-52051,39200,1300,1300,14C (radiocarbon) dating,charcoal,-1,material_dated: carbonized plant material
,,,,,,,,,,,,,
,,,,I,AA,AA-52052,40200,1300,1300,14C (radiocarbon) dating,charcoal,-1,material_dated: carbonized plant material
,,,,,,,,,,,,,
,,,,I,AA,AA-52054,39700,1600,1600,14C (radiocarbon) dating,charcoal,-1,material_dated: carbonized plant material
,,,,,,,,,,,,,
,,,,I,AA,AA-52055,35100,1400,1400,14C (radiocarbon) dating,charcoal,-1,material_dated: carbonized plant material
,,,,,,,,,,,,,
,,,,I,AA,AA-68962,36915,335,335,14C (radiocarbon) dating,charcoal,-1,"ABOX processed using the ultra-clean protocol (Bird et al., 1999), material_dated: carbonized plant material"
,,,,,,,,,,,,,
,,,,I,AA,AA-68963,33874,271,271,14C (radiocarbon) dating,charcoal,-1,"ABOX processed using the ultra-clean protocol (Bird et al., 1999), material_dated: carbonized plant material"
,,,,,,,,,,,,,
,,,,I,AA,AA-68965,39817,383,383,14C (radiocarbon) dating,charcoal,-1,"ABOX processed using the ultra-clean protocol (Bird et al., 1999), material_dated: carbonized plant material"
,Ucagizli Cave I,Layer B1-B3 Microfauna,Ucagizli layer B1-B3,B1-B3,AA,AA-38021,32670,760,760,14C (radiocarbon) dating,shell,-1,"mollusc shell, carbonized plant material"
,,,,,,,,,,,,,
,,,,B1-B3,AA,AA-42317,34580,620,620,14C (radiocarbon) dating,shell,-1,"mollusc shell, carbonized plant material"
,,,,,,,,,,,,,
,,,,B1-B3,AA,AA-42320,31900,450,450,14C (radiocarbon) dating,shell,-1,"mollusc shell, carbonized plant material"
,Ucagizli Cave I,Layer B Macrofauna,Ucagizli layer B,B,AA,AA-38203,29130,380,380,14C (radiocarbon) dating,shell,-1,"mollusc shell, carbonized plant material"
,Ucagizli Cave I,Layer B1-3 Macrofauna,Ucagizli layer B1-B3,B1-B3,AA,AA-38021,32670,760,760,14C (radiocarbon) dating,shell,-1,"mollusc shell, carbonized plant material"
,,,,,,,,,,,,,
,,,,B1-B3,AA,AA-42317,34580,620,620,14C (radiocarbon) dating,shell,-1,"mollusc shell, carbonized plant material"
,,,,,,,,,,,,,
,,,,B1-B3,AA,AA-42320,31900,450,450,14C (radiocarbon) dating,shell,-1,"mollusc shell, carbonized plant material"
,Ucagizli Cave I,Layer C-D Macrofauna,Ucagizli layer C,C,AA,AA-42321,29060,330,330,14C (radiocarbon) dating,charcoal,-1,material_dated: carbonized plant material
,Ucagizli Cave I,Layer C-D Macrofauna,Ucagizli layer D,D,-,-,-,-,-,-,-,-,-
,Ucagizli Cave I,Layer E Macrofauna,Ucagizli layer E,E,AA,AA-41482,37870,920,920,14C (radiocarbon) dating,charcoal,-1,material_dated: carbonized plant material
,,,,,,,,,,,,,
,,,,E,AA,AA-41483,36560,790,790,14C (radiocarbon) dating,charcoal,-1,material_dated: carbonized plant material
,Ucagizli Cave I,Layer F-Fc Macrofauna,Ucagizli layer F,F,AA,AA-35260,34000,690,690,14C (radiocarbon) dating,charcoal,-1,"Schicht Fb-c, material_dated: carbonized plant material"
,,,,,,,,,,,,,
,,,,F,AA,AA-37624,35020,740,740,14C (radiocarbon) dating,charcoal,-1,"Schicht Fb-c, material_dated: carbonized plant material"
,Ucagizli Cave I,Layer G-H Macrofauna,Ucagizli layer G,G,AA,AA-37626,39100,1500,1500,14C (radiocarbon) dating,charcoal,-1,material_dated: carbonized plant material
,Ucagizli Cave I,Layer G-H Macrofauna,Ucagizli layer H,H,-,-,-,-,-,-,-,-,-
,,,,H1-3,,,,,,,,,
,Ucagizli Cave I,Layer H1-3 Macrofauna,Ucagizli layer H,H,-,-,-,-,-,-,-,-,-
,,,,H1-3,,,,,,,,,
,Ucagizli Cave I,Layer I Macrofauna,Ucagizli layer I,I,AA,AA-52051,39200,1300,1300,14C (radiocarbon) dating,charcoal,-1,material_dated: carbonized plant material
,,,,,,,,,,,,,
,,,,I,AA,AA-52052,40200,1300,1300,14C (radiocarbon) dating,charcoal,-1,material_dated: carbonized plant material
,,,,,,,,,,,,,
,,,,I,AA,AA-52054,39700,1600,1600,14C (radiocarbon) dating,charcoal,-1,material_dated: carbonized plant material
,,,,,,,,,,,,,
,,,,I,AA,AA-52055,35100,1400,1400,14C (radiocarbon) dating,charcoal,-1,material_dated: carbonized plant material
,,,,,,,,,,,,,
,,,,I,AA,AA-68962,36915,335,335,14C (radiocarbon) dating,charcoal,-1,"ABOX processed using the ultra-clean protocol (Bird et al., 1999), material_dated: carbonized plant material"
,,,,,,,,,,,,,
,,,,I,AA,AA-68963,33874,271,271,14C (radiocarbon) dating,charcoal,-1,"ABOX processed using the ultra-clean protocol (Bird et al., 1999), material_dated: carbonized plant material"
,,,,,,,,,,,,,
,,,,I,AA,AA-68965,39817,383,383,14C (radiocarbon) dating,charcoal,-1,"ABOX processed using the ultra-clean protocol (Bird et al., 1999), material_dated: carbonized plant material"
,Ust-Izhul,Ust-Izhul Macromammal Fauna,Layer 15,Cultural horizon 2,-,-,-,-,-,-,-,-,-
,Ust-Izhul,Ust-Izhul Macromammal Fauna,Layer 16,Gap 3,-,-,-,-,-,-,-,-,-
,Ust-Izhul,Ust-Izhul Micromammal Fauna,Layer 15,Cultural horizon 2,-,-,-,-,-,-,-,-,-
,Ust-Izhul,Ust-Izhul Micromammal Fauna,Layer 16,Gap 3,-,-,-,-,-,-,-,-,-
,Ust-Karakol,Ust-Karakol Layer 13-16 Fauna,Stratum 13,Level 13,-,-,-,-,-,-,-,-,-
,Ust-Karakol,Ust-Karakol Layer 13-16 Fauna,Stratum 14,Level 14,-,-,-,-,-,-,-,-,-
,Ust-Karakol,Ust-Karakol Layer 13-16 Fauna,Stratum 15,Level 15,-,-,-,-,-,-,-,-,-
,Ust-Karakol,Ust-Karakol Layer 13-16 Fauna,Stratum 16,Level 16,-,-,-,-,-,-,-,-,-
,Ust-Karakol,Ust-Karakol Layer 17 Fauna,Stratum 17,Level 17,-,-,-,-,-,-,-,-,-
,Ust-Karakol,Ust-Karakol Layer 18à Fauna,Stratum 18.1,Level 18,-,-,-,-,-,-,-,-,-
,Ust-Mil II,Ust-Mil II Cultural Horizon A Macromammal Fauna,Layer 3,Cultural horizon A,-,-,-,-,-,-,-,-,-
,Ust-Mil II,Ust-Mil II Cultural Horizon B Macromammal Fauna,Layer 4,Cultural horizon B,-,-,-,-,-,-,-,-,-
,Ust-Mil II,Ust-Mil II Cultural Horizon C Macromammal Fauna,Layer 4,Cultural horizon B,-,-,-,-,-,-,-,-,-
,Veldwezelt-Hezerwater,"Unit WFL, Fauna",Unit WFL,Layer WFL,-,-,-,-,-,-,-,-,-
,Veldwezelt-Hezerwater,"Unit WFL, Micromammals",Unit WFL,Layer WFL,-,-,-,-,-,-,-,-,-
,Venta Micena,Venta Micena Fauna,layer 1,-,-,-,-,-,-,-,-,-,-
,Vergisson - Locus II,Vergisson - Locus II Unit 2 Macro-Mammal Fauna,Unit 2,Layer 2,Beta,Beta-363425,42300,670,670,14C (radiocarbon) dating,bone,2014,UNPUBLISHED DATA! personal communication S. Quertelet & H. Floss. material should be anthropogenically modified.
,,,,,,,,,,,,,
,,,,Layer 2,Beta,Beta-367904,43000,1000000,0,14C (radiocarbon) dating,bone,2014,UNPUBLISHED DATA! personal communication S. Quertelet & H. Floss. date is minimum date. material should be anthropogenically modified.
,Villa Cave,"Villa Cave, Fauna",Soft cave deposits,-,-,-,-,-,-,-,-,-,-
,Villa Cave,"Villa Cave, micromammals",Soft cave deposits,-,-,-,-,-,-,-,-,-,-
,Vindija,Vindija Unit G1 human remains 01,Unit G1,Unit G1,-,-,-,-,-,-,-,-,-
,Vindija,Vindija Unit G1 human remains 02,Unit G1,Unit G1,-,-,-,-,-,-,-,-,-
,Vindija,Vindija Unit G1 human remains 03,Unit G1,Unit G1,-,-,-,-,-,-,-,-,-
,Vindija,Vindija Unit G1 human remains 04,Unit G1,Unit G1,-,-,-,-,-,-,-,-,-
,Vindija,Vindija Unit G3 human remains 01,Unit G3,Unit G3,-,-,-,-,-,-,-,-,-
,Vindija,Vindija Unit G3 human remains 02,Unit G3,Unit G3,-,-,-,-,-,-,-,-,-
,Vindija,Vindija Unit G3 human remains 03,Unit G3,Unit G3,-,-,-,-,-,-,-,-,-
,Vindija,Vindija Unit G3 human remains 04,Unit G3,Unit G3,-,-,-,-,-,-,-,-,-
,Vindija,Vindija Unit G3 human remains 05,Unit G3,Unit G3,-,-,-,-,-,-,-,-,-
,Vindija,Vindija Unit G3 human remains 06,Unit G3,Unit G3,-,-,-,-,-,-,-,-,-
,Vindija,Vindija Unit G3 human remains 07,Unit G3,Unit G3,-,-,-,-,-,-,-,-,-
,Vindija,Vindija Unit G3 human remains 08,Unit G3,Unit G3,-,-,-,-,-,-,-,-,-
,Vindija,Vindija Unit G3 human remains 09,Unit G3,Unit G3,-,-,-,-,-,-,-,-,-
,Vindija,Vindija Unit G3 human remains 10,Unit G3,Unit G3,-,-,-,-,-,-,-,-,-
,Vindija,Vindija Unit G3 human remains 11,Unit G3,Unit G3,-,-,-,-,-,-,-,-,-
,Vindija,Vindija Unit G3 human remains 12,Unit G3,Unit G3,-,-,-,-,-,-,-,-,-
,Vindija,Vindija Unit G3 human remains 13,Unit G3,Unit G3,-,-,-,-,-,-,-,-,-
,Vindija,Vindija Unit G3 human remains 14,Unit G3,Unit G3,-,-,-,-,-,-,-,-,-
,Vindija,Vindija Unit G3 human remains 15,Unit G3,Unit G3,-,-,-,-,-,-,-,-,-
,Vindija,Vindija Unit G3 human remains 16,Unit G3,Unit G3,-,-,-,-,-,-,-,-,-
,Vindija,Vindija Unit G3 human remains 17,Unit G3,Unit G3,-,-,-,-,-,-,-,-,-
,Vindija,Vindija Unit G3 human remains 18,Unit G3,Unit G3,-,-,-,-,-,-,-,-,-
,Vindija,Vindija Unit G3 human remains 19,Unit G3,Unit G3,-,-,-,-,-,-,-,-,-
,Vindija,Vindija Unit G3 human remains 20,Unit G3,Unit G3,-,-,-,-,-,-,-,-,-
,Vindija,Vindija Unit G3 human remains 21,Unit G3,Unit G3,-,-,-,-,-,-,-,-,-
,Vindija,Vindija Unit G3 human remains 22,Unit G3,Unit G3,-,-,-,-,-,-,-,-,-
,Vindija,Vindija Unit G3 human remains 23,Unit G3,Unit G3,-,-,-,-,-,-,-,-,-
,Vindija,Vindija Unit G3 human remains 24,Unit G3,Unit G3,-,-,-,-,-,-,-,-,-
,Vindija,Vindija Unit G3 human remains 25,Unit G3,Unit G3,-,-,-,-,-,-,-,-,-
,Vindija,Vindija Unit G3 human remains 26,Unit G3,Unit G3,-,-,-,-,-,-,-,-,-
,Vindija,Vindija Unit G3 human remains 27,Unit G3,Unit G3,-,-,-,-,-,-,-,-,-
,Vindija,Vindija Unit G3 human remains 28,Unit G3,Unit G3,-,-,-,-,-,-,-,-,-
,Vindija,Vindija Unit G3 human remains 29,Unit G3,Unit G3,-,-,-,-,-,-,-,-,-
,Vindija,Vindija Unit G3 human remains 30,Unit G3,Unit G3,-,-,-,-,-,-,-,-,-
