"Locality","Assemblage","GeoLayer.Name","Country","Locality.Type","X","Y","Technocomplex","Geostrat..Info..age.min","Geostrat..Info..age.max","Geostrat..Info..correlation","Geostrat..Info..mis","NISP.Sum.class.Mammalia","NISP.Sum.order.Rodentia","NISP.Sum.family.Anatidae"
"Rabutz","Rabutz Lower Rabutzer Clay Deposit Fauna","Lower Rabutzer Clay Deposit","Germany","open air",12.163852,51.441353,"MP/ Middle Paleolithic - Eurasia",115000,126000,"geology (based on position of layers), macrobotanical remains","5e","","-","-"
"Ragusa Platform","Ragusa Fauna","Surface Layer","Italy","open air",14.728504,36.925913,"",11700,1800000,"biostratigraphy (large mammal)","-","","","-"
"Ranc Pointu 2","Ranc Pointu 2 Layer c fauna","Unit c1","France","cave",4.547894,44.322575,"MP/ Mousterian - Eurasia",136000,154400,"OSL (optically stimulated thermoluminescence) dating","6","9","1","-"
"Ranc Pointu 2","Ranc Pointu 2 Layer c fauna","Unit c2","France","cave",4.547894,44.322575,"MP/ Mousterian - Eurasia",136000,300000,"geology (based on position of layers)","6","9","1","-"
"Ranc Pointu 2","Ranc Pointu 2 Layer c fauna","Unit c3","France","cave",4.547894,44.322575,"MP/ Mousterian - Eurasia",136000,300000,"geology (based on position of layers)","6","9","1","-"
"Ranc Pointu 2","Ranc Pointu 2 Layer c1 fauna","Unit c1","France","cave",4.547894,44.322575,"MP/ Mousterian - Eurasia",136000,154400,"OSL (optically stimulated thermoluminescence) dating","6","43","5","-"
"Ranc Pointu 2","Ranc Pointu 2 Layer f fauna","Unit f","France","cave",4.547894,44.322575,"MP/ Mousterian - Eurasia",136000,300000,"geology (based on position of layers)","6","5","-","-"
"Ranc Pointu 2","Ranc Pointu 2 Layer i fauna","Unit i","France","cave",4.547894,44.322575,"",136000,300000,"geology (based on position of layers)","6","1","-","-"
"Ras el-Kelb","Ras el-Kelb, A, Fauna","Tunnel Trench Unit A","Lebanon","cave",35.5938,33.9529,"MP/ Mousterian - Levant",47000,120000,"archaeological (cultural) stratigraphy","-","92","-","-"
"Ras el-Kelb","Ras el-Kelb, B, Fauna","Tunnel Trench Unit B","Lebanon","cave",35.5938,33.9529,"MP/ Mousterian - Levant",47000,120000,"archaeological (cultural) stratigraphy","-","82","-","-"
"Ras el-Kelb","Ras el-Kelb, C, Fauna","Tunnel Trench Unit C","Lebanon","cave",35.5938,33.9529,"MP/ Mousterian - Levant",47000,120000,"archaeological (cultural) stratigraphy","-","87","-","-"
"Ras el-Kelb","Ras el-Kelb, D, Fauna","Tunnel Trench Unit D","Lebanon","cave",35.5938,33.9529,"MP/ Mousterian - Levant",47000,120000,"archaeological (cultural) stratigraphy","-","181","-","-"
"Ras el-Kelb","Ras el-Kelb, E, Fauna","Tunnel Trench Unit E","Lebanon","cave",35.5938,33.9529,"MP/ Mousterian - Levant",47000,120000,"archaeological (cultural) stratigraphy","-","208","-","-"
"Ras el-Kelb","Ras el-Kelb, F, Fauna","Tunnel Trench Unit F","Lebanon","cave",35.5938,33.9529,"MP/ Mousterian - Levant",47000,120000,"archaeological (cultural) stratigraphy","-","228","1","-"
"Ras el-Kelb","Ras el-Kelb, G, Fauna","Tunnel Trench Unit G","Lebanon","cave",35.5938,33.9529,"MP/ Mousterian - Levant",47000,120000,"archaeological (cultural) stratigraphy","-","139","-","-"
"Ras el-Kelb","Ras el-Kelb, H, Fauna","Tunnel Trench Unit H","Lebanon","cave",35.5938,33.9529,"MP/ Mousterian - Levant",47000,120000,"archaeological (cultural) stratigraphy","-","247","-","-"
"Ras el-Kelb","Ras el-Kelb, J, Fauna","Tunnel Trench Unit J","Lebanon","cave",35.5938,33.9529,"MP/ Mousterian - Levant",47000,120000,"archaeological (cultural) stratigraphy","-","202","-","-"
"Ras el-Kelb","Ras el-Kelb, K, Fauna","Tunnel Trench Unit K","Lebanon","cave",35.5938,33.9529,"MP/ Mousterian - Levant",47000,120000,"archaeological (cultural) stratigraphy","-","164","-","-"
"Ras el-Kelb","Ras el-Kelb, L, Fauna","Tunnel Trench Unit L","Lebanon","cave",35.5938,33.9529,"MP/ Mousterian - Levant",47000,120000,"archaeological (cultural) stratigraphy","-","146","-","-"
"Ras el-Kelb","Ras el-Kelb, M, Fauna","Tunnel Trench Unit M","Lebanon","cave",35.5938,33.9529,"MP/ Mousterian - Levant",47000,120000,"archaeological (cultural) stratigraphy","-","60","-","-"
"Ras el-Kelb","Ras el-Kelb, N, Fauna","Tunnel Trench Unit N","Lebanon","cave",35.5938,33.9529,"MP/ Mousterian - Levant",47000,120000,"archaeological (cultural) stratigraphy","-","4","-","-"
"Ras el-Kelb","Ras el-Kelb, O, Fauna","Tunnel Trench Unit O","Lebanon","cave",35.5938,33.9529,"MP/ Mousterian - Levant",47000,120000,"archaeological (cultural) stratigraphy","-","32","-","-"
"Ras el-Kelb","Ras el-Kelb, human remains 01","Tunnel Trench Unit K","Lebanon","cave",35.5938,33.9529,"MP/ Mousterian - Levant",47000,120000,"archaeological (cultural) stratigraphy","-","-","-","-"
"Regourdou","Regourdou 1","Layer 4","France","collapsed cave",1.178481,45.055161,"MP/ Mousterian - Eurasia",71000,116000,"archaeological (cultural) stratigraphy, geology (based on position of layers), biostratigraphy (large mammal)","5d-5a","-","-","-"
"Regourdou","Regourdou, Layer 1, Fauna","Layer 1","France","collapsed cave",1.178481,45.055161,"",11780,71000,"stratigraphy","-","8","-","-"
"Regourdou","Regourdou, Layer 2, Fauna","Layer 2","France","collapsed cave",1.178481,45.055161,"MP/ Mousterian - Eurasia",57000,71000,"archaeological (cultural) stratigraphy, geology (based on position of layers), biostratigraphy (large mammal)","4","612","-","-"
"Regourdou","Regourdou, Layer 3, Fauna","Layer 3","France","collapsed cave",1.178481,45.055161,"MP/ Mousterian - Eurasia",71000,116000,"archaeological (cultural) stratigraphy, geology (based on position of layers), biostratigraphy (large mammal)","5d-5a","216","-","-"
"Regourdou","Regourdou, Layer 4, Fauna","Layer 4","France","collapsed cave",1.178481,45.055161,"MP/ Mousterian - Eurasia",71000,116000,"archaeological (cultural) stratigraphy, geology (based on position of layers), biostratigraphy (large mammal)","5d-5a","1307","-","-"
"Regourdou","Regourdou, Layer 5, Fauna","Layer 5","France","collapsed cave",1.178481,45.055161,"MP/ Mousterian - Eurasia",71000,116000,"archaeological (cultural) stratigraphy, geology (based on position of layers), biostratigraphy (large mammal)","5d-5a","354","-","-"
"Regourdou","Regourdou, Layer 6, Fauna","Layer 6","France","collapsed cave",1.178481,45.055161,"",71000,116000,"archaeological (cultural) stratigraphy, geology (based on position of layers), biostratigraphy (large mammal)","5d-5a","45","-","-"
"Regourdou","Regourdou, Layer 7, Fauna","Layer 7","France","collapsed cave",1.178481,45.055161,"MP/ Mousterian - Eurasia",71000,116000,"archaeological (cultural) stratigraphy, geology (based on position of layers), biostratigraphy (large mammal)","5d-5a","121","-","-"
"Regourdou","Regourdou, Layer 8, Fauna","Layer 8","France","collapsed cave",1.178481,45.055161,"",71000,116000,"archaeological (cultural) stratigraphy, geology (based on position of layers), biostratigraphy (large mammal)","5d-5a","5","-","-"
"Regourdou","Regourdou, Layer 2, Micromammals","Layer 2","France","collapsed cave",1.178481,45.055161,"MP/ Mousterian - Eurasia",57000,71000,"archaeological (cultural) stratigraphy, geology (based on position of layers), biostratigraphy (large mammal)","4","","","-"
"Regourdou","Regourdou, Layer 3, Micromammals","Layer 3","France","collapsed cave",1.178481,45.055161,"MP/ Mousterian - Eurasia",71000,116000,"archaeological (cultural) stratigraphy, geology (based on position of layers), biostratigraphy (large mammal)","5d-5a","106","106","-"
"Regourdou","Regourdou, Layer 4, Micromammals","Layer 4","France","collapsed cave",1.178481,45.055161,"MP/ Mousterian - Eurasia",71000,116000,"archaeological (cultural) stratigraphy, geology (based on position of layers), biostratigraphy (large mammal)","5d-5a","","","-"
"Regourdou","Regourdou, Layer 5, Micromammals","Layer 5","France","collapsed cave",1.178481,45.055161,"MP/ Mousterian - Eurasia",71000,116000,"archaeological (cultural) stratigraphy, geology (based on position of layers), biostratigraphy (large mammal)","5d-5a","","","-"
"Regourdou","Regourdou, Layer 7, Micromammals","Layer 7","France","collapsed cave",1.178481,45.055161,"MP/ Mousterian - Eurasia",71000,116000,"archaeological (cultural) stratigraphy, geology (based on position of layers), biostratigraphy (large mammal)","5d-5a","","","-"
"Regourdou","Regourdou, Layer 8, Micromammals","Layer 8","France","collapsed cave",1.178481,45.055161,"",71000,116000,"archaeological (cultural) stratigraphy, geology (based on position of layers), biostratigraphy (large mammal)","5d-5a","","","-"
"Regourdou","Regourdou, Layer 6, Micromammals","Layer 6","France","collapsed cave",1.178481,45.055161,"",71000,116000,"archaeological (cultural) stratigraphy, geology (based on position of layers), biostratigraphy (large mammal)","5d-5a","","-","-"
"Regourdou","Regourdou 2","Layer 4","France","collapsed cave",1.178481,45.055161,"MP/ Mousterian - Eurasia",71000,116000,"archaeological (cultural) stratigraphy, geology (based on position of layers), biostratigraphy (large mammal)","5d-5a","-","-","-"
"Reilingen","Reiligen, layer 2, Fauna","Layer 2","Germany","gravel pit",8.544444,49.296389,"",10000,340000,"fauna","-","11","-","-"
"Reilingen","Reiligen, layer 4, Fauna","Layer 4","Germany","gravel pit",8.544444,49.296389,"",10000,340000,"fauna","-","37","-","-"
"Reilingen","Reiligen, layer 5, Fauna","Layer 5","Germany","gravel pit",8.544444,49.296389,"",10000,340000,"fauna","-","24","-","-"
"Reilingen","Reiligen, layer 6, Fauna","Layer 6","Germany","gravel pit",8.544444,49.296389,"",10000,340000,"fauna","-","78","1","-"
"Remete Felsö","Layer 4 Macromammal Fauna","Layer 4","Hungary","cave",18.929944,47.560317,"MP/ Late Middle Paleolithic - Eurasia",57000,71000,"archaeological (cultural) stratigraphy, oxygen isotope stratigraphy","4","193","-","-"
"Remete Felsö","Layer 4 Micromammal Fauna","Layer 4","Hungary","cave",18.929944,47.560317,"MP/ Late Middle Paleolithic - Eurasia",57000,71000,"archaeological (cultural) stratigraphy, oxygen isotope stratigraphy","4","1","1","-"
"Revadim","Revadim Unit 2 and 3 Macromammal Fauna","Unit 2","Israel","quarry",34.814771,31.776123,"",11600,158000,"geology (based on position of layers)","-","263","-","-"
"Revadim","Revadim Unit 2 and 3 Micromammal Fauna","Unit 2","Israel","quarry",34.814771,31.776123,"",11600,158000,"geology (based on position of layers)","-","57","56","-"
"Rio Secco","Rio Secco Cave Layers 5 top, 5, 7, 8 Fauna","Unit BIO1 layer 5","Italy","cave",12.88,46.24,"MP/ Mousterian - Eurasia",50070,60000,"14C (radiocarbon) dating, geology (based on position of layers)","-","90","-","-"
"Rio Secco","Rio Secco Cave Layers 5 top, 5, 7, 8 Fauna","Unit BIO1 layer 5top","Italy","cave",12.88,46.24,"MP/ Mousterian - Eurasia",45840,47940,"14C (radiocarbon) dating, geology (based on position of layers)","-","90","-","-"
"Rio Secco","Rio Secco Cave Layers 5 top, 5, 7, 8 Fauna","Unit BIO1 layer 7","Italy","cave",12.88,46.24,"MP/ Mousterian - Eurasia",47940,50070,"14C (radiocarbon) dating, geology (based on position of layers)","-","90","-","-"
"Rio Secco","Rio Secco Cave Layers 5 top, 5, 7, 8 Fauna","Unit BIO1 layer 8","Italy","cave",12.88,46.24,"MP/ Mousterian - Eurasia",50070,60000,"14C (radiocarbon) dating, geology (based on position of layers)","-","90","-","-"
"Riparo Bombrini","Riparo Bombrini Layer A1 Fauna","Unit A1","Italy","cave",7.535117,43.783844,"UP/ Proto-Aurignacian",36000,40000,"14C (radiocarbon) dating, geology (based on position of layers)","-","70","","-"
"Riparo Bombrini","Riparo Bombrini Layer A2 Fauna","Unit A2","Italy","cave",7.535117,43.783844,"UP/ Proto-Aurignacian",36000,40000,"14C (radiocarbon) dating, geology (based on position of layers)","-","37","","-"
"Riparo Bombrini","Riparo Bombrini Layer A3 Fauna","Unit A3","Italy","cave",7.535117,43.783844,"",36000,40000,"14C (radiocarbon) dating, geology (based on position of layers)","-","4","","-"
"Riparo Bombrini","Riparo Bombrini Layer MS1 Fauna","Unit MS1","Italy","cave",7.535117,43.783844,"MP/ Mousterian - Eurasia",40000,44000,"14C (radiocarbon) dating, geology (based on position of layers)","-","7","","-"
"Riparo Bombrini","Riparo Bombrini Layer MS2 Fauna","Unit MS2","Italy","cave",7.535117,43.783844,"MP/ Mousterian - Eurasia",40000,44000,"14C (radiocarbon) dating, geology (based on position of layers)","-","15","","-"
"Riparo Bombrini","Riparo Bombrini Layer M1 Fauna","Unit M1","Italy","cave",7.535117,43.783844,"MP/ Mousterian - Eurasia",40000,44000,"14C (radiocarbon) dating, geology (based on position of layers)","-","5","","-"
"Riparo Bombrini","Riparo Bombrini Layer M2 Fauna","Unit M2","Italy","cave",7.535117,43.783844,"MP/ Mousterian - Eurasia",40000,44000,"14C (radiocarbon) dating, geology (based on position of layers)","-","14","","-"
"Riparo Bombrini","Riparo Bombrini Layer M3 Fauna","Unit M3","Italy","cave",7.535117,43.783844,"MP/ Mousterian - Eurasia",40000,44000,"14C (radiocarbon) dating, geology (based on position of layers)","-","18","","-"
"Riparo Bombrini","Riparo Bombrini Layer M4 Fauna","Unit M4","Italy","cave",7.535117,43.783844,"MP/ Mousterian - Eurasia",40000,44000,"14C (radiocarbon) dating, geology (based on position of layers)","-","22","","-"
"Riparo Bombrini","Riparo Bombrini Layer M5 Fauna","Unit M5","Italy","cave",7.535117,43.783844,"MP/ Mousterian - Eurasia",40000,44000,"14C (radiocarbon) dating, geology (based on position of layers)","-","5","","-"
"Riparo Bombrini","Riparo Bombrini Layer M6 Fauna","Unit M6","Italy","cave",7.535117,43.783844,"MP/ Mousterian - Eurasia",44000,50000,"14C (radiocarbon) dating, geology (based on position of layers)","-","1","","-"
"Riparo Bombrini","Riparo Bombrini Layer M7 Fauna","Unit M7","Italy","cave",7.535117,43.783844,"MP/ Mousterian - Eurasia",44000,50000,"14C (radiocarbon) dating, geology (based on position of layers)","-","3","","-"
"Riparo Tagliente","Riparo Tagliente human remains 01","Unit 36-37","Italy","cave",11.001069,45.541272,"MP/ Mousterian - Eurasia",42000,70000,"archaeological (cultural) stratigraphy, geology (based on position of layers)","-","-","-","-"
"Riparo Tagliente","Riparo Tagliente human remains 02","Unit 36-37","Italy","cave",11.001069,45.541272,"MP/ Mousterian - Eurasia",42000,70000,"archaeological (cultural) stratigraphy, geology (based on position of layers)","-","-","-","-"
"Riparo Tagliente","Riparo Tagliente Layer 35 Fauna","Unit 31-35","Italy","cave",11.001069,45.541272,"MP/ Mousterian - Eurasia",42000,70000,"archaeological (cultural) stratigraphy, geology (based on position of layers)","-","111","4","-"
"Riparo Tagliente","Riparo Tagliente Layer 36 Fauna","Unit 36-37","Italy","cave",11.001069,45.541272,"MP/ Mousterian - Eurasia",42000,70000,"archaeological (cultural) stratigraphy, geology (based on position of layers)","-","270","15","-"
"Riparo Tagliente","Riparo Tagliente Layer 37 Fauna","Unit 36-37","Italy","cave",11.001069,45.541272,"MP/ Mousterian - Eurasia",42000,70000,"archaeological (cultural) stratigraphy, geology (based on position of layers)","-","184","24","-"
"Riparo Tagliente","Riparo Tagliente Layer 40 Fauna","Unit 39-46","Italy","cave",11.001069,45.541272,"MP/ Mousterian - Eurasia",42000,70000,"archaeological (cultural) stratigraphy, geology (based on position of layers)","-","123","5","-"
"Riparo Tagliente","Riparo Tagliente Layer 41 Fauna","Unit 39-46","Italy","cave",11.001069,45.541272,"MP/ Mousterian - Eurasia",42000,70000,"archaeological (cultural) stratigraphy, geology (based on position of layers)","-","132","6","-"
"Riparo Tagliente","Riparo Tagliente Layer 42 Fauna","Unit 39-46","Italy","cave",11.001069,45.541272,"MP/ Mousterian - Eurasia",42000,70000,"archaeological (cultural) stratigraphy, geology (based on position of layers)","-","102","3","-"
"Riparo Tagliente","Riparo Tagliente Layer 44-52 Fauna","Unit 39-46","Italy","cave",11.001069,45.541272,"MP/ Mousterian - Eurasia",42000,70000,"archaeological (cultural) stratigraphy, geology (based on position of layers)","-","530","5","-"
"Riparo Tagliente","Riparo Tagliente Layer 44-52 Fauna","Unit 47","Italy","cave",11.001069,45.541272,"",42000,70000,"archaeological (cultural) stratigraphy, geology (based on position of layers)","-","530","5","-"
"Riparo Tagliente","Riparo Tagliente Layer 44-52 Fauna","Unit 48-52","Italy","cave",11.001069,45.541272,"MP/ Mousterian - Eurasia",42000,70000,"archaeological (cultural) stratigraphy, geology (based on position of layers)","-","530","5","-"
"Riparo del Poggio","Riparo del Poggio Layer 1-8 fauna","Unit 1","Italy","hill slope",15.387452,39.997665,"UP/ Gravettian",11780,47300,"geology (based on position of layers)","-","6","-","-"
"Riparo del Poggio","Riparo del Poggio Layer 1-8 fauna","Unit 2","Italy","hill slope",15.387452,39.997665,"UP/ Gravettian",11780,47300,"geology (based on position of layers)","-","6","-","-"
"Riparo del Poggio","Riparo del Poggio Layer 1-8 fauna","Unit 3","Italy","hill slope",15.387452,39.997665,"UP/ Gravettian",11780,47300,"geology (based on position of layers)","-","6","-","-"
"Riparo del Poggio","Riparo del Poggio Layer 1-8 fauna","Unit 4","Italy","hill slope",15.387452,39.997665,"UP/ Gravettian",11780,47300,"geology (based on position of layers)","-","6","-","-"
"Riparo del Poggio","Riparo del Poggio Layer 1-8 fauna","Unit 5","Italy","hill slope",15.387452,39.997665,"UP/ Gravettian",11780,47300,"geology (based on position of layers)","-","6","-","-"
"Riparo del Poggio","Riparo del Poggio Layer 1-8 fauna","Unit 6","Italy","hill slope",15.387452,39.997665,"UP/ Gravettian",11780,47300,"geology (based on position of layers)","-","6","-","-"
"Riparo del Poggio","Riparo del Poggio Layer 1-8 fauna","Unit 7","Italy","hill slope",15.387452,39.997665,"UP/ Gravettian",11780,47300,"geology (based on position of layers)","-","6","-","-"
"Riparo del Poggio","Riparo del Poggio Layer 1-8 fauna","Unit 8","Italy","hill slope",15.387452,39.997665,"",11780,47300,"geology (based on position of layers)","-","6","-","-"
